RegionID,SizeRank,RegionName,RegionType,StateName,2018-08-31,2018-09-30,2018-10-31,2018-11-30,2018-12-31,2019-01-31,2019-02-28,2019-03-31,2019-04-30,2019-05-31,2019-06-30,2019-07-31,2019-08-31,2019-09-30,2019-10-31,2019-11-30,2019-12-31,2020-01-31,2020-02-29,2020-03-31,2020-04-30,2020-05-31,2020-06-30,2020-07-31,2020-08-31,2020-09-30,2020-10-31,2020-11-30,2020-12-31,2021-01-31,2021-02-28,2021-03-31,2021-04-30,2021-05-31,2021-06-30,2021-07-31,2021-08-31,2021-09-30,2021-10-31,2021-11-30,2021-12-31,2022-01-31,2022-02-28,2022-03-31,2022-04-30,2022-05-31,2022-06-30,2022-07-31,2022-08-31,2022-09-30,2022-10-31,2022-11-30,2022-12-31,2023-01-31,2023-02-28,2023-03-31,2023-04-30,2023-05-31,2023-06-30,2023-07-31,2023-08-31,2023-09-30,2023-10-31,2023-11-30,2023-12-31,2024-01-31,2024-02-29,2024-03-31,2024-04-30,2024-05-31,2024-06-30,2024-07-31,2024-08-31,2024-09-30
394621,558,"Gaffney, SC",msa,SC,87095.0,77722.0,89058.0,92903.0,117835.0,116151.0,121439.0,114587.0,100612.0,92749.0,95133.0,105152.0,110305.0,121513.0,124347.0,129610.0,120340.0,119303.0,120935.0,120965.0,118931.0,114245.0,113747.0,118893.0,117875.0,113925.0,110476.0,107876.0,103820.0,99957.0,113063.0,126390.0,137172.0,123622.0,109298.0,105897.0,118026.0,136870.0,147374.0,145822.0,144101.0,143438.0,136012.0,135482.0,135008.0,151712.0,140335.0,137982.0,134635.0,146359.0,141754.0,143476.0,141833.0,145855.0,130411.0,140336.0,147321.0,161322.0,168679.0,171320.0,170801.0,155997.0,155441.0,158424.0,162252.0,163154.0,166510.0,161409.0,158654.0,167159.0,182670.0,194908.0,177889.0,174361.0
395131,560,"Sterling, IL",msa,IL,91042.0,88836.0,75285.0,64763.0,71097.0,74154.0,80654.0,72557.0,81533.0,87080.0,93406.0,91349.0,86059.0,86233.0,83900.0,86750.0,84647.0,89564.0,88786.0,95200.0,89091.0,93203.0,89938.0,92030.0,88684.0,89140.0,94336.0,91077.0,90837.0,92026.0,95442.0,96209.0,92452.0,89623.0,94012.0,93347.0,93951.0,93524.0,100450.0,113778.0,110249.0,107867.0,101272.0,109356.0,112560.0,117479.0,116952.0,113769.0,107342.0,109105.0,112825.0,111683.0,109184.0,103910.0,99216.0,95583.0,101927.0,113137.0,120107.0,115711.0,105444.0,96727.0,95851.0,104071.0,106090.0,104411.0,112897.0,116702.0,130545.0,117412.0,115351.0,105958.0,116168.0,111498.0
394411,561,"Branson, MO",msa,MO,140033.0,141289.0,143376.0,143123.0,140331.0,157832.0,158333.0,157105.0,141683.0,140090.0,144303.0,146156.0,147517.0,147495.0,151736.0,153095.0,155417.0,147394.0,149786.0,149125.0,160282.0,163409.0,165076.0,169355.0,170625.0,176192.0,177939.0,182661.0,182722.0,176780.0,176432.0,181822.0,192509.0,197428.0,202245.0,203196.0,202469.0,208192.0,210557.0,227906.0,227187.0,236609.0,234556.0,242310.0,245208.0,249218.0,251584.0,250551.0,249886.0,246386.0,246753.0,244850.0,244053.0,238089.0,242605.0,243470.0,259303.0,249832.0,246522.0,247313.0,255680.0,265045.0,257051.0,251802.0,245652.0,248895.0,245028.0,242339.0,232352.0,232700.0,232791.0,234129.0,253710.0,252622.0
394446,562,"Cedar City, UT",msa,UT,211103.0,213377.0,219582.0,212702.0,221196.0,208001.0,215317.0,210052.0,208170.0,210921.0,214160.0,220956.0,226798.0,226941.0,227174.0,235301.0,242767.0,249191.0,235068.0,227535.0,230625.0,232691.0,241037.0,242929.0,249174.0,248677.0,270531.0,292503.0,295297.0,285560.0,270699.0,288595.0,298497.0,313054.0,320335.0,322967.0,323777.0,322413.0,327310.0,346992.0,359766.0,357585.0,357880.0,370911.0,399310.0,403760.0,390503.0,369383.0,373110.0,361022.0,369129.0,367976.0,374736.0,369656.0,354854.0,371214.0,363378.0,375845.0,378894.0,397763.0,387807.0,384777.0,373943.0,389574.0,371008.0,371030.0,393517.0,393617.0,388562.0,361458.0,375985.0,396469.0,400036.0,417814.0
394951,564,"Oxford, MS",msa,MS,224475.0,231580.0,218093.0,199054.0,185227.0,194097.0,196153.0,210335.0,207457.0,213393.0,208229.0,213023.0,207745.0,211689.0,207244.0,207029.0,194135.0,193410.0,209716.0,218717.0,227523.0,216631.0,215829.0,212841.0,209425.0,215917.0,208131.0,216042.0,213739.0,210038.0,201448.0,198889.0,213034.0,223812.0,226195.0,223934.0,225081.0,219824.0,223725.0,230834.0,228929.0,220750.0,219816.0,231788.0,246883.0,253594.0,264798.0,274848.0,277554.0,268688.0,262686.0,255330.0,274488.0,275825.0,290975.0,287113.0,298961.0,301958.0,323257.0,329854.0,348073.0,343041.0,341526.0,322904.0,314212.0,313603.0,311266.0,333650.0,343155.0,375206.0,370822.0,374947.0,368171.0,386671.0
394721,565,"Jasper, IN",msa,IN,146845.0,146555.0,144515.0,136883.0,137092.0,136964.0,137441.0,133188.0,133845.0,146238.0,149683.0,150329.0,145566.0,153568.0,160834.0,163362.0,158999.0,154347.0,156251.0,163277.0,158915.0,163660.0,157139.0,166119.0,167366.0,170621.0,174189.0,176252.0,179298.0,178750.0,169973.0,166496.0,162017.0,169299.0,164239.0,164564.0,158940.0,163725.0,166406.0,173319.0,169850.0,171122.0,170530.0,170566.0,172099.0,175864.0,180313.0,179239.0,175770.0,182760.0,178075.0,185841.0,181428.0,184832.0,181884.0,186759.0,189235.0,188381.0,183248.0,194757.0,192008.0,188754.0,179941.0,184725.0,203230.0,199648.0,199457.0,201628.0,211081.0,217610.0,222169.0,237027.0,238534.0,234004.0
394556,566,"Edwards, CO",msa,CO,631883.0,636508.0,653243.0,636695.0,626141.0,601556.0,578542.0,588511.0,639747.0,642624.0,642891.0,639655.0,669443.0,673546.0,660834.0,633971.0,633880.0,629705.0,659517.0,663868.0,660916.0,711265.0,709980.0,744833.0,744109.0,863333.0,877579.0,,811076.0,821212.0,814847.0,786691.0,786508.0,782761.0,780540.0,794628.0,808092.0,813615.0,836025.0,871056.0,913108.0,882933.0,918654.0,947741.0,979815.0,993263.0,988432.0,990250.0,960272.0,939812.0,1013559.0,1050879.0,1041989.0,993989.0,975413.0,1092467.0,1228707.0,1252913.0,1171546.0,1082184.0,1158979.0,1350226.0,1406019.0,1447870.0,1327505.0,1328100.0,1378592.0,1302463.0,1392104.0,1257669.0,1287128.0,1163547.0,1278420.0,1412057.0
394547,567,"Durango, CO",msa,CO,384342.0,393682.0,397539.0,406612.0,406215.0,403444.0,374451.0,361336.0,351722.0,373480.0,374280.0,383530.0,385565.0,400270.0,404435.0,389345.0,388478.0,393976.0,403622.0,420888.0,423001.0,414995.0,396132.0,392200.0,404919.0,418272.0,428600.0,448635.0,450143.0,473125.0,450296.0,453205.0,428236.0,439520.0,459128.0,475549.0,475682.0,476797.0,472805.0,510660.0,504932.0,509771.0,502503.0,493940.0,510332.0,512307.0,526446.0,516393.0,519069.0,527078.0,541559.0,537149.0,535974.0,509560.0,480610.0,500478.0,544397.0,586149.0,601513.0,590795.0,611527.0,603443.0,630777.0,629442.0,644497.0,625701.0,623430.0,618663.0,620018.0,593890.0,590917.0,609800.0,648553.0,662549.0
394750,568,"Kinston, NC",msa,NC,85828.0,86516.0,87863.0,81301.0,83334.0,89211.0,93153.0,96240.0,97112.0,98975.0,92385.0,89989.0,87229.0,88236.0,86835.0,89303.0,89847.0,93940.0,98879.0,87127.0,93662.0,87036.0,100429.0,87664.0,94375.0,98327.0,107909.0,110929.0,115443.0,120385.0,125540.0,123314.0,122439.0,123595.0,123312.0,122618.0,120998.0,126487.0,132165.0,126481.0,131955.0,138252.0,144741.0,140000.0,136390.0,141681.0,152467.0,154318.0,153352.0,139239.0,143562.0,147136.0,134979.0,130709.0,128390.0,145462.0,133501.0,134859.0,136679.0,146949.0,134290.0,131274.0,124417.0,111902.0,106370.0,112755.0,132967.0,140104.0,153788.0,151824.0,156798.0,154906.0,147352.0,143427.0
753920,569,"Sonora, CA",msa,CA,295724.0,288616.0,287348.0,273257.0,271875.0,268629.0,268661.0,285304.0,277994.0,283502.0,275709.0,277820.0,271878.0,275926.0,280742.0,277136.0,273066.0,277533.0,285379.0,286042.0,282430.0,281214.0,274906.0,278109.0,281493.0,300042.0,310341.0,,323240.0,323612.0,335040.0,351914.0,364741.0,373120.0,389298.0,401695.0,404311.0,399911.0,400634.0,408565.0,417196.0,425545.0,431268.0,441382.0,443289.0,444116.0,434950.0,435257.0,429757.0,420052.0,405823.0,395593.0,409109.0,413202.0,407461.0,390786.0,393164.0,399901.0,411997.0,419359.0,415118.0,402642.0,391577.0,392807.0,393217.0,380368.0,380095.0,379299.0,386778.0,392068.0,396481.0,388590.0,380268.0,374937.0
395157,570,"Tiffin, OH",msa,OH,,,,,,,,,97246.0,88008.0,82410.0,79901.0,79832.0,81294.0,86415.0,82087.0,84316.0,82991.0,80611.0,81795.0,84396.0,92176.0,87374.0,84688.0,79882.0,83003.0,92666.0,105557.0,106480.0,97840.0,101953.0,110894.0,113031.0,112103.0,111847.0,121127.0,121276.0,116049.0,121031.0,112226.0,116049.0,119672.0,131195.0,132420.0,132910.0,136475.0,143095.0,138909.0,137784.0,138839.0,135279.0,130616.0,123756.0,126436.0,131751.0,121981.0,117640.0,115040.0,120787.0,129323.0,132396.0,156174.0,149207.0,153740.0,138827.0,147223.0,130161.0,134024.0,128627.0,130652.0,119976.0,127500.0,138749.0,141900.0
394366,571,"Batesville, AR",msa,AR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,133729.0,146811.0,130979.0,135696.0,143685.0,158276.0,166058.0,150065.0
